NR_REF;POSTO_GRADUACAO;QUADRO;RACA
26368;CB      ;QPPM;PARDO     
26369;CB      ;QPPM;PARDO     
26370;CB      ;QPPM;BRANCO    
26371;CB      ;QPPM;PARDO     
26372;CB      ;QPPM;PARDO     
26373;CB      ;QPPM;PARDO     
26374;CB      ;QPPM;PARDO     
26375;CB      ;QPPM;BRANCO    
26376;CB      ;QPPM;PARDO     
26377;CB      ;QPPM;PARDO     
26378;CB      ;QPPM;PARDO     
26379;CB      ;QPPM;PARDO     
26380;CB      ;QPPM;BRANCO    
26381;CB      ;QPPM;PARDO     
26382;CB      ;QPPM;PARDO     
26383;CB      ;QPPM;PARDO     
26384;CB      ;QPPM;BRANCO    
26385;CB      ;QPPM;PARDO     
26386;CB      ;QPPM;BRANCO    
26387;CB      ;QPPM;BRANCO    
26388;CB      ;QPPM;BRANCO    
26389;CB      ;QPPM;PARDO     
26390;CB      ;QPPM;PARDO     
26391;CB      ;QPPM;PRETO     
26392;CB      ;QPPM;PRETO     
26393;CB      ;QPPM;BRANCO    
26394;CB      ;QPPM;PARDO     
26395;CB      ;QPPM;BRANCO    
26396;CB      ;QPPM;PARDO     
26397;CB      ;QPPM;PARDO     
26398;CB      ;QPPM;PARDO     
26399;CB      ;QPPM;BRANCO    
26400;CB      ;QPPM;BRANCO    
26401;CB      ;QPPM;BRANCO    
26402;CB      ;QPPM;PARDO     
26403;CB      ;QPPM;PARDO     
26404;CB      ;QPPM;BRANCO    
26405;CB      ;QPPM;BRANCO    
26406;CB      ;QPPM;BRANCO    
26407;CB      ;QPPM;PARDO     
26408;CB      ;QPPM;BRANCO    
26409;CB      ;QPPM;PARDO     
26410;CB      ;QPPM;BRANCO    
26411;CB      ;QPPM;BRANCO    
26412;CB      ;QPPM;PARDO     
26413;CB      ;QPPM;BRANCO    
26414;CB      ;QPPM;PARDO     
26415;CB      ;QPPM;BRANCO    
26416;CB      ;QPPM;BRANCO    
26417;CB      ;QPPM;BRANCO    
26418;CB      ;QPPM;PARDO     
26419;CB      ;QPPM;BRANCO    
26420;CB      ;QPPM;BRANCO    
26421;CB      ;QPPM;PRETO     
26422;CB      ;QPPM;PARDO     
26423;CB      ;QPPM;PARDO     
26424;CB      ;QPPM;PARDO     
26425;CB      ;QPPM;PARDO     
26426;CB      ;QPPM;BRANCO    
26427;CB      ;QPPM;PRETO     
26428;CB      ;QPPM;BRANCO    
26429;CB      ;QPPM;PARDO     
26430;CB      ;QPPM;PARDO     
26431;CB      ;QPPM;PARDO     
26432;CB      ;QPPM;BRANCO    
26433;CB      ;QPPM;BRANCO    
26434;CB      ;QPPM;PARDO     
26435;CB      ;QPPM;PARDO     
26436;CB      ;QPPM;BRANCO    
26437;CB      ;QPPM;PRETO     
26438;CB      ;QPPM;PARDO     
26439;CB      ;QPPM;BRANCO    
26440;CB      ;QPPM;PARDO     
26441;CB      ;QPPM;PRETO     
26442;CB      ;QPPM;PARDO     
26443;CB      ;QPPM;BRANCO    
26444;CB      ;QPPM;BRANCO    
26445;CB      ;QPPM;PARDO     
26446;CB      ;QPPM;BRANCO    
26447;CB      ;QPPM;BRANCO    
26448;CB      ;QPPM;BRANCO    
26449;CB      ;QPPM;PARDO     
26450;CB      ;QPPM;PRETO     
26451;CB      ;QPPM;BRANCO    
26452;CB      ;QPPM;PARDO     
26453;CB      ;QPPM;BRANCO    
26454;CB      ;QPPM;BRANCO    
26455;CB      ;QPPM;PARDO     
26456;CB      ;QPPM;PARDO     
26457;CB      ;QPPM;BRANCO    
26458;CB      ;QPPM;PARDO     
26459;CB      ;QPPM;BRANCO    
26460;CB      ;QPPM;PARDO     
26461;CB      ;QPPM;BRANCO    
26462;CB      ;QPPM;PARDO     
26463;CB      ;QPPM;PARDO     
26464;CB      ;QPPM;BRANCO    
26465;CB      ;QPPM;BRANCO    
26466;CB      ;QPPM;PARDO     
26467;CB      ;QPPM;BRANCO    
26468;CB      ;QPPM;PARDO     
26469;CB      ;QPPM;PARDO     
26470;CB      ;QPPM;BRANCO    
26471;CB      ;QPPM;PARDO     
26472;CB      ;QPPM;PARDO     
26473;CB      ;QPPM;PARDO     
26474;CB      ;QPPM;PARDO     
26475;CB      ;QPPM;PARDO     
26476;CB      ;QPPM;BRANCO    
26477;CB      ;QPPM;PRETO     
26478;CB      ;QPPM;PRETO     
26479;CB      ;QPPM;PARDO     
26480;CB      ;QPPM;BRANCO    
26481;CB      ;QPPM;BRANCO    
26482;CB      ;QPPM;BRANCO    
26483;CB      ;QPPM;BRANCO    
26484;CB      ;QPPM;PARDO     
26485;CB      ;QPPM;PARDO     
26486;CB      ;QPPM;PARDO     
26487;CB      ;QPPM;BRANCO    
26488;CB      ;QPPM;PARDO     
26489;CB      ;QPPM;BRANCO    
26490;CB      ;QPPM;BRANCO    
26491;CB      ;QPPM;BRANCO    
26492;CB      ;QPPM;BRANCO    
26493;CB      ;QPPM;PARDO     
26494;CB      ;QPPM;BRANCO    
26495;CB      ;QPPM;BRANCO    
26496;CB      ;QPPM;BRANCO    
26497;CB      ;QPPM;BRANCO    
26498;CB      ;QPPM;PARDO     
26499;CB      ;QPPM;BRANCO    
26500;CB      ;QPPM;BRANCO    
26501;CB      ;QPPM;BRANCO    
26502;CB      ;QPPM;BRANCO    
26503;CB      ;QPPM;PRETO     
26504;CB      ;QPPM;PARDO     
26505;CB      ;QPPM;PARDO     
26506;CB      ;QPPM;PARDO     
26507;CB      ;QPPM;PARDO     
26508;CB      ;QPPM;BRANCO    
26509;CB      ;QPPM;PRETO     
26510;CB      ;QPPM;BRANCO    
26511;CB      ;QPPM;PARDO     
26512;CB      ;QPPM;BRANCO    
26513;CB      ;QPPM;BRANCO    
26514;CB      ;QPPM;BRANCO    
26515;CB      ;QPPM;PARDO     
26516;CB      ;QPPM;BRANCO    
26517;CB      ;QPPM;BRANCO    
26518;CB      ;QPPM;PARDO     
26519;CB      ;QPPM;PRETO     
26520;CB      ;QPPM;BRANCO    
26521;CB      ;QPPM;PARDO     
26522;CB      ;QPPM;BRANCO    
26523;CB      ;QPPM;BRANCO    
26524;CB      ;QPPM;PARDO     
26525;CB      ;QPPM;BRANCO    
26526;CB      ;QPPM;BRANCO    
26527;CB      ;QPPM;BRANCO    
26528;CB      ;QPPM;PARDO     
26529;CB      ;QPPM;AMARELO   
26530;CB      ;QPPM;BRANCO    
26531;CB      ;QPPM;BRANCO    
26532;CB      ;QPPM;PARDO     
26533;CB      ;QPPM;PARDO     
26534;CB      ;QPPM;PARDO     
26535;CB      ;QPPM;PARDO     
26536;CB      ;QPPM;BRANCO    
26537;CB      ;QPPM;PARDO     
26538;CB      ;QPPM;BRANCO    
26539;CB      ;QPPM;PARDO     
26540;CB      ;QPPM;BRANCO    
26541;CB      ;QPPM;PARDO     
26542;CB      ;QPPM;BRANCO    
26543;CB      ;QPPM;BRANCO    
26544;CB      ;QPPM;BRANCO    
26545;CB      ;QPPM;BRANCO    
26546;CB      ;QPPM;PARDO     
26547;CB      ;QPPM;PARDO     
26548;CB      ;QPPM;BRANCO    
26549;CB      ;QPPM;BRANCO    
26550;CB      ;QPPM;BRANCO    
26551;CB      ;QPPM;PRETO     
26552;CB      ;QPPM;BRANCO    
26553;CB      ;QPPM;PARDO     
26554;CB      ;QPPM;AMARELO   
26555;CB      ;QPPM;PARDO     
26556;CB      ;QPPM;PARDO     
26557;CB      ;QPPM;BRANCO    
26558;CB      ;QPPM;PARDO     
26559;CB      ;QPPM;PARDO     
26560;CB      ;QPPM;BRANCO    
26561;CB      ;QPPM;PARDO     
26562;CB      ;QPPM;BRANCO    
26563;CB      ;QPPM;PARDO     
26564;CB      ;QPPM;BRANCO    
26565;CB      ;QPPM;PARDO     
26566;CB      ;QPPM;PARDO     
26567;CB      ;QPPM;PARDO     
26568;CB      ;QPPM;PARDO     
26569;CB      ;QPPM;PARDO     
26570;CB      ;QPPM;BRANCO    
26571;CB      ;QPPM;PARDO     
26572;CB      ;QPPM;PRETO     
26573;CB      ;QPPM;BRANCO    
26574;CB      ;QPPM;PARDO     
26575;CB      ;QPPM;PRETO     
26576;CB      ;QPPM;PARDO     
26577;CB      ;QPPM;BRANCO    
26578;CB      ;QPPM;PARDO     
26579;CB      ;QPPM;PARDO     
26580;CB      ;QPPM;BRANCO    
26581;CB      ;QPPM;BRANCO    
26582;CB      ;QPPM;BRANCO    
26583;CB      ;QPPM;BRANCO    
26584;CB      ;QPPM;BRANCO    
26585;CB      ;QPPM;PARDO     
26586;CB      ;QPPM;BRANCO    
26587;CB      ;QPPM;PARDO     
26588;CB      ;QPPM;PARDO     
26589;CB      ;QPPM;BRANCO    
26590;CB      ;QPPM;PARDO     
26591;CB      ;QPPM;PARDO     
26592;CB      ;QPPM;PARDO     
26593;CB      ;QPPM;BRANCO    
26594;CB      ;QPPM;BRANCO    
26595;CB      ;QPPM;BRANCO    
26596;CB      ;QPPM;PARDO     
26597;CB      ;QPPM;PARDO     
26598;CB      ;QPPM;BRANCO    
26599;CB      ;QPPM;PARDO     
26600;CB      ;QPPM;PARDO     
26601;CB      ;QPPM;PARDO     
26602;CB      ;QPPM;BRANCO    
26603;CB      ;QPPM;BRANCO    
26604;CB      ;QPPM;BRANCO    
26605;CB      ;QPPM;BRANCO    
26606;CB      ;QPPM;BRANCO    
26607;CB      ;QPPM;PARDO     
26608;CB      ;QPPM;PARDO     
26609;CB      ;QPPM;PARDO     
26610;CB      ;QPPM;PARDO     
26611;CB      ;QPPM;BRANCO    
26612;CB      ;QPPM;PARDO     
26613;CB      ;QPPM;BRANCO    
26614;CB      ;QPPM;PARDO     
26615;CB      ;QPPM;PARDO     
26616;CB      ;QPPM;BRANCO    
26617;CB      ;QPPM;BRANCO    
26618;CB      ;QPPM;PARDO     
26619;CB      ;QPPM;BRANCO    
26620;CB      ;QPPM;PARDO     
26621;CB      ;QPPM;PARDO     
26622;CB      ;QPPM;BRANCO    
26623;CB      ;QPPM;BRANCO    
26624;CB      ;QPPM;BRANCO    
26625;CB      ;QPPM;PARDO     
26626;CB      ;QPPM;PARDO     
26627;CB      ;QPPM;BRANCO    
26628;CB      ;QPPM;BRANCO    
26629;CB      ;QPPM;PRETO     
26630;CB      ;QPPM;BRANCO    
26631;CB      ;QPPM;PARDO     
26632;CB      ;QPPM;BRANCO    
26633;CB      ;QPPM;PARDO     
26634;CB      ;QPPM;PARDO     
26635;CB      ;QPPM;PARDO     
26636;CB      ;QPPM;PRETO     
26637;CB      ;QPPM;PARDO     
26638;CB      ;QPPM;PARDO     
26639;CB      ;QPPM;BRANCO    
26640;CB      ;QPPM;PARDO     
26641;CB      ;QPPM;PARDO     
26642;CB      ;QPPM;PARDO     
26643;CB      ;QPPM;BRANCO    
26644;CB      ;QPPM;PARDO     
26645;CB      ;QPPM;BRANCO    
26646;CB      ;QPPM;PARDO     
26647;CB      ;QPPM;PARDO     
26648;CB      ;QPPM;BRANCO    
26649;CB      ;QPPM;PARDO     
26650;CB      ;QPPM;BRANCO    
26651;CB      ;QPPM;BRANCO    
26652;CB      ;QPPM;BRANCO    
26653;CB      ;QPPM;BRANCO    
26654;CB      ;QPPM;BRANCO    
26655;CB      ;QPPM;PARDO     
26656;CB      ;QPPM;PARDO     
26657;CB      ;QPPM;BRANCO    
26658;CB      ;QPPM;PARDO     
26659;CB      ;QPPM;BRANCO    
26660;CB      ;QPPM;PARDO     
26661;CB      ;QPPM;PARDO     
26662;CB      ;QPPM;BRANCO    
26663;CB      ;QPPM;PARDO     
26664;CB      ;QPPM;PARDO     
26665;CB      ;QPPM;PARDO     
26666;CB      ;QPPM;PARDO     
26667;CB      ;QPPM;PARDO     
26668;CB      ;QPPM;PARDO     
26669;CB      ;QPPM;BRANCO    
26670;CB      ;QPPM;AMARELO   
26671;CB      ;QPPM;PARDO     
26672;CB      ;QPPM;BRANCO    
26673;CB      ;QPPM;PARDO     
26674;CB      ;QPPM;PARDO     
26675;CB      ;QPPM;BRANCO    
26676;CB      ;QPPM;PARDO     
26677;CB      ;QPPM;BRANCO    
26678;CB      ;QPPM;PRETO     
26679;CB      ;QPPM;BRANCO    
26680;CB      ;QPPM;PARDO     
26681;CB      ;QPPM;PARDO     
26682;CB      ;QPPM;BRANCO    
26683;CB      ;QPPM;PARDO     
26684;CB      ;QPPM;BRANCO    
26685;CB      ;QPPM;BRANCO    
26686;CB      ;QPPM;BRANCO    
26687;CB      ;QPPM;BRANCO    
26688;CB      ;QPPM;BRANCO    
26689;CB      ;QPPM;PARDO     
26690;CB      ;QPPM;PARDO     
26691;CB      ;QPPM;PARDO     
26692;CB      ;QPPM;BRANCO    
26693;CB      ;QPPM;BRANCO    
26694;CB      ;QPPM;BRANCO    
26695;CB      ;QPPM;BRANCO    
26696;CB      ;QPPM;BRANCO    
26697;CB      ;QPPM;PARDO     
26698;CB      ;QPPM;PARDO     
26699;CB      ;QPPM;BRANCO    
26700;CB      ;QPPM;PARDO     
26701;CB      ;QPPM;BRANCO    
26702;CB      ;QPPM;PARDO     
26703;CB      ;QPPM;BRANCO    
26704;CB      ;QPPM;PARDO     
26705;CB      ;QPPM;BRANCO    
26706;CB      ;QPPM;PARDO     
26707;CB      ;QPPM;PRETO     
26708;CB      ;QPPM;BRANCO    
26709;CB      ;QPPM;PARDO     
26710;CB      ;QPPM;PARDO     
26711;CB      ;QPPM;PRETO     
26712;CB      ;QPPM;PARDO     
26713;CB      ;QPPM;BRANCO    
26714;CB      ;QPPM;PRETO     
26715;CB      ;QPPM;PARDO     
26716;CB      ;QPPM;PARDO     
26717;CB      ;QPPM;BRANCO    
26718;CB      ;QPPM;PARDO     
26719;CB      ;QPPM;PARDO     
26720;CB      ;QPPM;BRANCO    
26721;CB      ;QPPM;BRANCO    
26722;CB      ;QPPM;BRANCO    
26723;CB      ;QPPM;PARDO     
26724;CB      ;QPPM;BRANCO    
26725;CB      ;QPPM;BRANCO    
26726;CB      ;QPPM;PARDO     
26727;CB      ;QPPM;BRANCO    
26728;CB      ;QPPM;PARDO     
26729;CB      ;QPPM;PARDO     
26730;CB      ;QPPM;PARDO     
26731;CB      ;QPPM;BRANCO    
26732;CB      ;QPPM;BRANCO    
26733;CB      ;QPPM;BRANCO    
26734;CB      ;QPPM;PARDO     
26735;CB      ;QPPM;PARDO     
26736;CB      ;QPPM;PARDO     
26737;CB      ;QPPM;BRANCO    
26738;CB      ;QPPM;PARDO     
26739;CB      ;QPPM;PARDO     
26740;CB      ;QPPM;PARDO     
26741;CB      ;QPPM;PARDO     
26742;CB      ;QPPM;PARDO     
26743;CB      ;QPPM;BRANCO    
26744;CB      ;QPPM;BRANCO    
26745;CB      ;QPPM;BRANCO    
26746;CB      ;QPPM;PRETO     
26747;CB      ;QPPM;PARDO     
26748;CB      ;QPPM;PARDO     
26749;CB      ;QPPM;BRANCO    
26750;CB      ;QPPM;BRANCO    
26751;CB      ;QPPM;BRANCO    
26752;CB      ;QPPM;PARDO     
26753;CB      ;QPPM;BRANCO    
26754;CB      ;QPPM;BRANCO    
26755;CB      ;QPPM;BRANCO    
26756;CB      ;QPPM;BRANCO    
26757;CB      ;QPPM;BRANCO    
26758;CB      ;QPPM;BRANCO    
26759;CB      ;QPPM;PRETO     
26760;CB      ;QPPM;PRETO     
26761;CB      ;QPPM;AMARELO   
26762;CB      ;QPPM;PRETO     
26763;CB      ;QPPM;PARDO     
26764;CB      ;QPPM;PARDO     
26765;CB      ;QPPM;BRANCO    
26766;CB      ;QPPM;PARDO     
26767;CB      ;QPPM;PARDO     
26768;CB      ;QPPM;PRETO     
26769;CB      ;QPPM;PARDO     
26770;CB      ;QPPM;BRANCO    
26771;CB      ;QPPM;PRETO     
26772;CB      ;QPPM;BRANCO    
26773;CB      ;QPPM;BRANCO    
26774;CB      ;QPPM;PARDO     
26775;CB      ;QPPM;PARDO     
26776;CB      ;QPPM;PARDO     
26777;CB      ;QPPM;PARDO     
26778;CB      ;QPPM;PARDO     
26779;CB      ;QPPM;PARDO     
26780;CB      ;QPPM;BRANCO    
26781;CB      ;QPPM;PRETO     
26782;CB      ;QPPM;PARDO     
26783;CB      ;QPPM;PARDO     
26784;CB      ;QPPM;PARDO     
26785;CB      ;QPPM;PARDO     
26786;CB      ;QPPM;BRANCO    
26787;CB      ;QPPM;BRANCO    
26788;CB      ;QPPM;BRANCO    
26789;CB      ;QPPM;PARDO     
26790;CB      ;QPPM;BRANCO    
26791;CB      ;QPPM;PARDO     
26792;CB      ;QPPM;PRETO     
26793;CB      ;QPPM;BRANCO    
26794;CB      ;QPPM;PRETO     
26795;CB      ;QPPM;AMARELO   
26796;CB      ;QPPM;BRANCO    
26797;CB      ;QPPM;BRANCO    
26798;CB      ;QPPM;BRANCO    
26799;CB      ;QPPM;PARDO     
26800;CB      ;QPPM;PARDO     
26801;CB      ;QPPM;PARDO     
26802;CB      ;QPPM;BRANCO    
26803;CB      ;QPPM;PARDO     
26804;CB      ;QPPM;PARDO     
26805;CB      ;QPPM;PARDO     
26806;CB      ;QPPM;PARDO     
26807;CB      ;QPPM;PARDO     
26808;CB      ;QPPM;BRANCO    
26809;CB      ;QPPM;PARDO     
26810;CB      ;QPPM;PARDO     
26811;CB      ;QPPM;BRANCO    
26812;CB      ;QPPM;PRETO     
26813;CB      ;QPPM;PARDO     
26814;CB      ;QPPM;PRETO     
26815;CB      ;QPPM;PARDO     
26816;CB      ;QPPM;PARDO     
26817;CB      ;QPPM;BRANCO    
26818;CB      ;QPPM;PARDO     
26819;CB      ;QPPM;PARDO     
26820;CB      ;QPPM;PARDO     
26821;CB      ;QPPM;BRANCO    
26822;CB      ;QPPM;BRANCO    
26823;CB      ;QPPM;BRANCO    
26824;CB      ;QPPM;BRANCO    
26825;CB      ;QPPM;BRANCO    
26826;CB      ;QPPM;PARDO     
26827;CB      ;QPPM;BRANCO    
26828;CB      ;QPPM;PARDO     
26829;CB      ;QPPM;BRANCO    
26830;CB      ;QPPM;PARDO     
26831;CB      ;QPPM;BRANCO    
26832;CB      ;QPPM;BRANCO    
26833;CB      ;QPPM;PARDO     
26834;CB      ;QPPM;BRANCO    
26835;CB      ;QPPM;PRETO     
26836;CB      ;QPPM;BRANCO    
26837;CB      ;QPPM;BRANCO    
26838;CB      ;QPPM;BRANCO    
26839;CB      ;QPPM;BRANCO    
26840;CB      ;QPPM;PARDO     
26841;CB      ;QPPM;PARDO     
26842;CB      ;QPPM;PARDO     
26843;CB      ;QPPM;PARDO     
26844;CB      ;QPPM;PRETO     
26845;CB      ;QPPM;PARDO     
26846;CB      ;QPPM;PARDO     
26847;CB      ;QPPM;BRANCO    
26848;CB      ;QPPM;PARDO     
26849;CB      ;QPPM;PARDO     
26850;CB      ;QPPM;BRANCO    
26851;CB      ;QPPM;PARDO     
26852;CB      ;QPPM;BRANCO    
26853;CB      ;QPPM;BRANCO    
26854;CB      ;QPPM;BRANCO    
26855;CB      ;QPPM;PARDO     
26856;CB      ;QPPM;BRANCO    
26857;CB      ;QPPM;PARDO     
26858;CB      ;QPPM;BRANCO    
26859;CB      ;QPPM;PARDO     
26860;CB      ;QPPM;PARDO     
26861;CB      ;QPPM;BRANCO    
26862;CB      ;QPPM;BRANCO    
26863;CB      ;QPPM;PARDO     
26864;CB      ;QPPM;BRANCO    
26865;CB      ;QPPM;BRANCO    
26866;CB      ;QPPM;PARDO     
26867;CB      ;QPPM;BRANCO    
26868;CB      ;QPPM;BRANCO    
26869;CB      ;QPPM;PARDO     
26870;CB      ;QPPM;PARDO     
26871;CB      ;QPPM;PARDO     
26872;CB      ;QPPM;BRANCO    
26873;CB      ;QPPM;BRANCO    
26874;CB      ;QPPM;BRANCO    
26875;CB      ;QPPM;BRANCO    
26876;CB      ;QPPM;PRETO     
26877;CB      ;QPPM;BRANCO    
26878;CB      ;QPPM;PARDO     
26879;CB      ;QPPM;PARDO     
26880;CB      ;QPPM;PARDO     
26881;CB      ;QPPM;PARDO     
26882;CB      ;QPPM;PARDO     
26883;CB      ;QPPM;PARDO     
26884;CB      ;QPPM;PARDO     
26885;CB      ;QPPM;BRANCO    
26886;CB      ;QPPM;PARDO     
26887;CB      ;QPPM;PARDO     
26888;CB      ;QPPM;PARDO     
26889;CB      ;QPPM;PARDO     
26890;CB      ;QPPM;PARDO     
26891;CB      ;QPPM;BRANCO    
26892;CB      ;QPPM;PARDO     
26893;CB      ;QPPM;PARDO     
26894;CB      ;QPPM;PARDO     
26895;CB      ;QPPM;PRETO     
26896;CB      ;QPPM;BRANCO    
26897;CB      ;QPPM;PARDO     
26898;CB      ;QPPM;PARDO     
26899;CB      ;QPPM;BRANCO    
26900;CB      ;QPPM;PRETO     
26901;CB      ;QPPM;BRANCO    
26902;CB      ;QPPM;BRANCO    
26903;CB      ;QPPM;BRANCO    
26904;CB      ;QPPM;BRANCO    
26905;CB      ;QPPM;PARDO     
26906;CB      ;QPPM;BRANCO    
26907;CB      ;QPPM;BRANCO    
26908;CB      ;QPPM;BRANCO    
26909;CB      ;QPPM;PARDO     
26910;CB      ;QPPM;BRANCO    
26911;CB      ;QPPM;PARDO     
26912;CB      ;QPPM;PARDO     
26913;CB      ;QPPM;BRANCO    
26914;CB      ;QPPM;PARDO     
26915;CB      ;QPPM;BRANCO    
26916;CB      ;QPPM;BRANCO    
26917;CB      ;QPPM;PARDO     
26918;CB      ;QPPM;BRANCO    
26919;CB      ;QPPM;BRANCO    
26920;CB      ;QPPM;BRANCO    
26921;CB      ;QPPM;BRANCO    
26922;CB      ;QPPM;BRANCO    
26923;CB      ;QPPM;PARDO     
26924;CB      ;QPPM;BRANCO    
26925;CB      ;QPPM;BRANCO    
26926;CB      ;QPPM;BRANCO    
26927;CB      ;QPPM;BRANCO    
26928;CB      ;QPPM;PARDO     
26929;CB      ;QPPM;BRANCO    
26930;CB      ;QPPM;BRANCO    
26931;CB      ;QPPM;PARDO     
26932;CB      ;QPPM;PARDO     
26933;CB      ;QPPM;BRANCO    
26934;CB      ;QPPM;BRANCO    
26935;CB      ;QPPM;PARDO     
26936;CB      ;QPPM;PARDO     
26937;CB      ;QPPM;BRANCO    
26938;CB      ;QPPM;BRANCO    
26939;CB      ;QPPM;PARDO     
26940;CB      ;QPPM;BRANCO    
26941;CB      ;QPPM;PARDO     
26942;CB      ;QPPM;PARDO     
26943;CB      ;QPPM;BRANCO    
26944;CB      ;QPPM;BRANCO    
26945;CB      ;QPPM;BRANCO    
26946;CB      ;QPPM;PARDO     
26947;CB      ;QPPM;PARDO     
26948;CB      ;QPPM;PARDO     
26949;CB      ;QPPM;PARDO     
26950;CB      ;QPPM;PRETO     
26951;CB      ;QPPM;PARDO     
26952;CB      ;QPPM;BRANCO    
26953;CB      ;QPPM;PARDO     
26954;CB      ;QPPM;PARDO     
26955;CB      ;QPPM;BRANCO    
26956;CB      ;QE  ;BRANCO    
26957;CB      ;QPPM;BRANCO    
26958;CB      ;QPPM;PARDO     
26959;CB      ;QPPM;BRANCO    
26960;CB      ;QPPM;BRANCO    
26961;CB      ;QPPM;BRANCO    
26962;CB      ;QPPM;BRANCO    
26963;CB      ;QPPM;PARDO     
26964;CB      ;QPPM;BRANCO    
26965;CB      ;QPPM;PARDO     
26966;CB      ;QPPM;PRETO     
26967;CB      ;QPPM;BRANCO    
26968;CB      ;QPPM;PARDO     
26969;CB      ;QPPM;PRETO     
26970;CB      ;QPPM;BRANCO    
26971;CB      ;QPPM;PARDO     
26972;CB      ;QPPM;PARDO     
26973;CB      ;QPPM;PARDO     
26974;CB      ;QPPM;BRANCO    
26975;CB      ;QPPM;BRANCO    
26976;CB      ;QPPM;PARDO     
26977;CB      ;QPPM;BRANCO    
26978;CB      ;QPPM;BRANCO    
26979;CB      ;QPPM;PARDO     
26980;CB      ;QPPM;BRANCO    
26981;CB      ;QPPM;BRANCO    
26982;CB      ;QPPM;BRANCO    
26983;CB      ;QPPM;PARDO     
26984;CB      ;QPPM;PARDO     
26985;CB      ;QPPM;BRANCO    
26986;CB      ;QPPM;BRANCO    
26987;CB      ;QPPM;PARDO     
26988;CB      ;QPPM;PARDO     
26989;CB      ;QPPM;INDIGENA  
26990;CB      ;QPPM;PARDO     
26991;CB      ;QPPM;BRANCO    
26992;CB      ;QPPM;PARDO     
26993;CB      ;QPPM;BRANCO    
26994;CB      ;QPPM;BRANCO    
26995;CB      ;QPPM;PARDO     
26996;CB      ;QPPM;BRANCO    
26997;CB      ;QPPM;PRETO     
26998;CB      ;QPPM;PRETO     
26999;CB      ;QPPM;PARDO     
27000;CB      ;QPPM;BRANCO    
27001;CB      ;QPPM;PARDO     
27002;CB      ;QPPM;PARDO     
27003;CB      ;QPPM;PARDO     
27004;CB      ;QPPM;BRANCO    
27005;CB      ;QPPM;BRANCO    
27006;CB      ;QPPM;BRANCO    
27007;CB      ;QPPM;PARDO     
27008;CB      ;QPPM;PARDO     
27009;CB      ;QPPM;BRANCO    
27010;CB      ;QPPM;BRANCO    
27011;CB      ;QPPM;BRANCO    
27012;CB      ;QPPM;PARDO     
27013;CB      ;QPPM;PARDO     
27014;CB      ;QPPM;PARDO     
27015;CB      ;QPPM;BRANCO    
27016;CB      ;QPPM;BRANCO    
27017;CB      ;QPPM;PARDO     
27018;CB      ;QPPM;BRANCO    
27019;CB      ;QPPM;BRANCO    
27020;CB      ;QPPM;PARDO     
27021;CB      ;QPPM;PARDO     
27022;CB      ;QPPM;BRANCO    
27023;CB      ;QPPM;PARDO     
27024;CB      ;QPPM;PRETO     
27025;CB      ;QPPM;BRANCO    
27026;CB      ;QPPM;BRANCO    
27027;CB      ;QPPM;BRANCO    
27028;CB      ;QPPM;BRANCO    
27029;CB      ;QPPM;PARDO     
27030;CB      ;QPPM;PARDO     
27031;CB      ;QPPM;BRANCO    
27032;CB      ;QPPM;BRANCO    
27033;CB      ;QPPM;BRANCO    
27034;CB      ;QPPM;BRANCO    
27035;CB      ;QPPM;PARDO     
27036;CB      ;QPPM;PARDO     
27037;CB      ;QPPM;BRANCO    
27038;CB      ;QPPM;PARDO     
27039;CB      ;QPPM;PARDO     
27040;CB      ;QPPM;PARDO     
27041;CB      ;QPPM;BRANCO    
27042;CB      ;QPPM;BRANCO    
27043;CB      ;QPPM;BRANCO    
27044;CB      ;QPPM;PRETO     
27045;CB      ;QPPM;BRANCO    
27046;CB      ;QPPM;BRANCO    
27047;CB      ;QPPM;BRANCO    
27048;CB      ;QPPM;BRANCO    
27049;CB      ;QPPM;PRETO     
27050;CB      ;QPPM;PARDO     
27051;CB      ;QPPM;PARDO     
27052;CB      ;QPPM;PARDO     
27053;CB      ;QPPM;PARDO     
27054;CB      ;QPPM;PARDO     
27055;CB      ;QPPM;BRANCO    
27056;CB      ;QPPM;PRETO     
27057;CB      ;QPPM;PARDO     
27058;CB      ;QPPM;PARDO     
27059;CB      ;QPPM;PARDO     
27060;CB      ;QPPM;PARDO     
27061;CB      ;QPPM;PARDO     
27062;CB      ;QPPM;BRANCO    
27063;CB      ;QPPM;PARDO     
27064;CB      ;QPPM;BRANCO    
27065;CB      ;QPPM;PRETO     
27066;CB      ;QPPM;PARDO     
27067;CB      ;QPPM;PARDO     
27068;CB      ;QPPM;PARDO     
27069;CB      ;QPPM;PARDO     
27070;CB      ;QPPM;PARDO     
27071;CB      ;QPPM;PRETO     
27072;CB      ;QPPM;BRANCO    
27073;CB      ;QPPM;PARDO     
27074;CB      ;QPPM;BRANCO    
27075;CB      ;QPPM;BRANCO    
27076;CB      ;QPPM;PARDO     
27077;CB      ;QPPM;PARDO     
27078;CB      ;QPPM;PARDO     
27079;CB      ;QPPM;BRANCO    
27080;CB      ;QPPM;PARDO     
27081;CB      ;QPPM;PARDO     
27082;CB      ;QPPM;BRANCO    
27083;CB      ;QPPM;BRANCO    
27084;CB      ;QPPM;BRANCO    
