NR_REF;POSTO_GRADUACAO;QUADRO;RACA
12655;3 SGT   ;QPPM;BRANCO    
12656;3 SGT   ;QPPM;BRANCO    
12657;3 SGT   ;QPPM;BRANCO    
12658;3 SGT   ;QPPM;BRANCO    
12659;3 SGT   ;QPPM;PARDO     
12660;3 SGT   ;QPPM;NAO INF.  
12661;3 SGT   ;QPPM;BRANCO    
12662;3 SGT   ;QPPM;BRANCO    
12663;3 SGT   ;QPPM;BRANCO    
12664;3 SGT   ;QPPM;PARDO     
12665;3 SGT   ;QPPM;BRANCO    
12666;3 SGT   ;QPPM;PARDO     
12667;3 SGT   ;QPPM;BRANCO    
12668;3 SGT   ;QPPM;BRANCO    
12669;3 SGT   ;QPPM;BRANCO    
12670;3 SGT   ;QPPM;PARDO     
12671;3 SGT   ;QPPM;BRANCO    
12672;3 SGT   ;QPPM;NAO INF.  
12673;3 SGT   ;QPPM;PARDO     
12674;3 SGT   ;QPPM;BRANCO    
12675;3 SGT   ;QPPM;BRANCO    
12676;3 SGT   ;QPPM;BRANCO    
12677;3 SGT   ;QPPM;AMARELO   
12678;3 SGT   ;QPPM;PARDO     
12679;3 SGT   ;QPPM;PARDO     
12680;3 SGT   ;QPPM;PARDO     
12681;3 SGT   ;QPPM;PRETO     
12682;3 SGT   ;QPPM;PARDO     
12683;3 SGT   ;QPPM;PRETO     
12684;3 SGT   ;QPPM;BRANCO    
12685;3 SGT   ;QPPM;BRANCO    
12686;3 SGT   ;QPPM;PARDO     
12687;3 SGT   ;QPPM;BRANCO    
12688;3 SGT   ;QPPM;PARDO     
12689;3 SGT   ;QPPM;BRANCO    
12690;3 SGT   ;QPPM;BRANCO    
12691;3 SGT   ;QPPM;PARDO     
12692;3 SGT   ;QPPM;PARDO     
12693;3 SGT   ;QPPM;BRANCO    
12694;3 SGT   ;QPPM;BRANCO    
12695;3 SGT   ;QPPM;PARDO     
12696;3 SGT   ;QPPM;PARDO     
12697;3 SGT   ;QPPM;PRETO     
12698;3 SGT   ;QPPM;PARDO     
12699;3 SGT   ;QPPM;BRANCO    
12700;3 SGT   ;QPPM;PARDO     
12701;3 SGT   ;QPPM;PARDO     
12702;3 SGT   ;QPPM;BRANCO    
12703;3 SGT   ;QPPM;PARDO     
12704;3 SGT   ;QPPM;BRANCO    
12705;3 SGT   ;QPPM;PRETO     
12706;3 SGT   ;QPPM;BRANCO    
12707;3 SGT   ;QPPM;BRANCO    
12708;3 SGT   ;QPPM;BRANCO    
12709;3 SGT   ;QPPM;BRANCO    
12710;3 SGT   ;QPPM;PARDO     
12711;3 SGT   ;QPPM;BRANCO    
12712;3 SGT   ;QPPM;BRANCO    
12713;3 SGT   ;QPPM;BRANCO    
12714;3 SGT   ;QPPM;BRANCO    
12715;3 SGT   ;QPPM;PRETO     
12716;3 SGT   ;QPPM;BRANCO    
12717;3 SGT   ;QPPM;PRETO     
12718;3 SGT   ;QPPM;BRANCO    
12719;3 SGT   ;QPPM;BRANCO    
12720;3 SGT   ;QPE ;BRANCO    
12721;3 SGT   ;QPPM;BRANCO    
12722;3 SGT   ;QPPM;BRANCO    
12723;3 SGT   ;QPPM;PARDO     
12724;3 SGT   ;QPPM;PRETO     
12725;3 SGT   ;QPPM;BRANCO    
12726;3 SGT   ;QPPM;BRANCO    
12727;3 SGT   ;QPPM;PRETO     
12728;3 SGT   ;QPPM;BRANCO    
12729;3 SGT   ;QPPM;BRANCO    
12730;3 SGT   ;QPPM;BRANCO    
12731;3 SGT   ;QPPM;BRANCO    
12732;3 SGT   ;QPPM;BRANCO    
12733;3 SGT   ;QPPM;PRETO     
12734;3 SGT   ;QPPM;BRANCO    
12735;3 SGT   ;QPPM;PARDO     
12736;3 SGT   ;QPPM;BRANCO    
12737;3 SGT   ;QPPM;BRANCO    
12738;3 SGT   ;QPPM;BRANCO    
12739;3 SGT   ;QPPM;BRANCO    
12740;3 SGT   ;QPE ;PARDO     
12741;3 SGT   ;QPE ;PARDO     
12742;3 SGT   ;QPE ;BRANCO    
12743;3 SGT   ;QPE ;PARDO     
12744;3 SGT   ;QPE ;PARDO     
12745;3 SGT   ;QPE ;PARDO     
12746;3 SGT   ;QPE ;PARDO     
12747;3 SGT   ;QPE ;PARDO     
12748;3 SGT   ;QPE ;PARDO     
12749;3 SGT   ;QPE ;PRETO     
12750;3 SGT   ;QPE ;PARDO     
12751;3 SGT   ;QPE ;PARDO     
12752;3 SGT   ;QPE ;PARDO     
12753;3 SGT   ;QPE ;PARDO     
12754;3 SGT   ;QPE ;BRANCO    
12755;3 SGT   ;QPE ;PARDO     
12756;3 SGT   ;QPE ;PARDO     
12757;3 SGT   ;QPE ;PARDO     
12758;3 SGT   ;QPPM;BRANCO    
12759;3 SGT   ;QPPM;PARDO     
12760;3 SGT   ;QPPM;PARDO     
12761;3 SGT   ;QPPM;PARDO     
12762;3 SGT   ;QPPM;PARDO     
12763;3 SGT   ;QPPM;BRANCO    
12764;3 SGT   ;QPPM;PARDO     
12765;3 SGT   ;QPPM;BRANCO    
12766;3 SGT   ;QPPM;PRETO     
12767;3 SGT   ;QPPM;PARDO     
12768;3 SGT   ;QPPM;BRANCO    
12769;3 SGT   ;QPPM;BRANCO    
12770;3 SGT   ;QPPM;PARDO     
12771;3 SGT   ;QPPM;BRANCO    
12772;3 SGT   ;QPPM;BRANCO    
12773;3 SGT   ;QPPM;PARDO     
12774;3 SGT   ;QPPM;BRANCO    
12775;3 SGT   ;QPPM;PARDO     
12776;3 SGT   ;QPPM;PRETO     
12777;3 SGT   ;QPPM;BRANCO    
12778;3 SGT   ;QPPM;NAO INF.  
12779;3 SGT   ;QPPM;BRANCO    
12780;3 SGT   ;QPPM;PARDO     
12781;3 SGT   ;QPPM;PARDO     
12782;3 SGT   ;QPPM;PARDO     
12783;3 SGT   ;QPE ;PARDO     
12784;3 SGT   ;QPPM;PARDO     
12785;3 SGT   ;QPE ;PARDO     
12786;3 SGT   ;QPPM;PARDO     
12787;3 SGT   ;QPPM;PARDO     
12788;3 SGT   ;QPPM;PARDO     
12789;3 SGT   ;QPPM;PARDO     
12790;3 SGT   ;QPPM;PARDO     
12791;3 SGT   ;QPPM;PARDO     
12792;3 SGT   ;QPPM;BRANCO    
12793;3 SGT   ;QPPM;BRANCO    
12794;3 SGT   ;QPPM;NAO INF.  
12795;3 SGT   ;QPPM;PARDO     
12796;3 SGT   ;QPPM;PARDO     
12797;3 SGT   ;QPPM;BRANCO    
12798;3 SGT   ;QPPM;PARDO     
12799;3 SGT   ;QPPM;PRETO     
12800;3 SGT   ;QPPM;BRANCO    
12801;3 SGT   ;QPPM;PARDO     
12802;3 SGT   ;QPPM;PRETO     
12803;3 SGT   ;QPPM;BRANCO    
12804;3 SGT   ;QPPM;BRANCO    
12805;3 SGT   ;QPPM;BRANCO    
12806;3 SGT   ;QPPM;PARDO     
12807;3 SGT   ;QPPM;BRANCO    
12808;3 SGT   ;QPPM;PRETO     
12809;3 SGT   ;QPPM;PARDO     
12810;3 SGT   ;QPPM;NAO INF.  
12811;3 SGT   ;QPPM;PARDO     
12812;3 SGT   ;QPPM;PARDO     
12813;3 SGT   ;QPPM;PARDO     
12814;3 SGT   ;QPPM;BRANCO    
12815;3 SGT   ;QPPM;PARDO     
12816;3 SGT   ;QPPM;BRANCO    
12817;3 SGT   ;QPPM;BRANCO    
12818;3 SGT   ;QPPM;PARDO     
12819;3 SGT   ;QPPM;NAO INF.  
12820;3 SGT   ;QPPM;PARDO     
12821;3 SGT   ;QPPM;NAO INF.  
12822;3 SGT   ;QPPM;PARDO     
12823;3 SGT   ;QPPM;BRANCO    
12824;3 SGT   ;QPPM;PARDO     
12825;3 SGT   ;QPPM;PRETO     
12826;3 SGT   ;QPPM;PARDO     
12827;3 SGT   ;QPPM;PARDO     
12828;3 SGT   ;QPPM;BRANCO    
12829;3 SGT   ;QPPM;PARDO     
12830;3 SGT   ;QPPM;PARDO     
12831;3 SGT   ;QPPM;BRANCO    
12832;3 SGT   ;QPPM;PRETO     
12833;3 SGT   ;QPPM;BRANCO    
12834;3 SGT   ;QPPM;PARDO     
12835;3 SGT   ;QPPM;BRANCO    
12836;3 SGT   ;QPPM;BRANCO    
12837;3 SGT   ;QPPM;BRANCO    
12838;3 SGT   ;QPPM;BRANCO    
12839;3 SGT   ;QPPM;PARDO     
12840;3 SGT   ;QPPM;PARDO     
12841;3 SGT   ;QPPM;PARDO     
12842;3 SGT   ;QPPM;PARDO     
12843;3 SGT   ;QPPM;PRETO     
12844;3 SGT   ;QPPM;NAO INF.  
12845;3 SGT   ;QPPM;BRANCO    
12846;3 SGT   ;QPPM;PARDO     
12847;3 SGT   ;QPPM;BRANCO    
12848;3 SGT   ;QPPM;PRETO     
12849;3 SGT   ;QPPM;PRETO     
12850;3 SGT   ;QPPM;BRANCO    
12851;3 SGT   ;QPPM;PRETO     
12852;3 SGT   ;QPPM;AMARELO   
12853;3 SGT   ;QPPM;PARDO     
12854;3 SGT   ;QPPM;PRETO     
12855;3 SGT   ;QPPM;PARDO     
12856;3 SGT   ;QPPM;BRANCO    
12857;3 SGT   ;QPPM;NAO INF.  
12858;3 SGT   ;QPPM;PARDO     
12859;3 SGT   ;QPPM;PRETO     
12860;3 SGT   ;QPPM;PARDO     
12861;3 SGT   ;QPPM;PRETO     
12862;3 SGT   ;QPPM;PARDO     
12863;3 SGT   ;QPPM;PARDO     
12864;3 SGT   ;QPPM;BRANCO    
12865;3 SGT   ;QPPM;PARDO     
12866;3 SGT   ;QPPM;NAO INF.  
12867;3 SGT   ;QPPM;PARDO     
12868;3 SGT   ;QPPM;PARDO     
12869;3 SGT   ;QPPM;BRANCO    
12870;3 SGT   ;QPPM;BRANCO    
12871;3 SGT   ;QPPM;PRETO     
12872;3 SGT   ;QPPM;BRANCO    
12873;3 SGT   ;QPPM;BRANCO    
12874;3 SGT   ;QPPM;BRANCO    
12875;3 SGT   ;QPPM;BRANCO    
12876;3 SGT   ;QPPM;PARDO     
12877;3 SGT   ;QPPM;PARDO     
12878;3 SGT   ;QPPM;BRANCO    
12879;3 SGT   ;QPPM;BRANCO    
12880;3 SGT   ;QPPM;PARDO     
12881;3 SGT   ;QPPM;PARDO     
12882;3 SGT   ;QPPM;BRANCO    
12883;3 SGT   ;QPPM;BRANCO    
12884;3 SGT   ;QPPM;PARDO     
12885;3 SGT   ;QPPM;PARDO     
12886;3 SGT   ;QPPM;PARDO     
12887;3 SGT   ;QPPM;PRETO     
12888;3 SGT   ;QPPM;PARDO     
12889;3 SGT   ;QPPM;PARDO     
12890;3 SGT   ;QPPM;BRANCO    
12891;3 SGT   ;QPPM;PARDO     
12892;3 SGT   ;QPPM;NAO INF.  
12893;3 SGT   ;QPPM;NAO INF.  
12894;3 SGT   ;QPPM;BRANCO    
12895;3 SGT   ;QPPM;NAO INF.  
12896;3 SGT   ;QPPM;BRANCO    
12897;3 SGT   ;QPPM;PRETO     
12898;3 SGT   ;QPPM;PARDO     
12899;3 SGT   ;QPPM;BRANCO    
12900;3 SGT   ;QPPM;PARDO     
12901;3 SGT   ;QPPM;PARDO     
12902;3 SGT   ;QPPM;PARDO     
12903;3 SGT   ;QPPM;PARDO     
12904;3 SGT   ;QPPM;BRANCO    
12905;3 SGT   ;QPPM;PARDO     
12906;3 SGT   ;QPPM;PARDO     
12907;3 SGT   ;QPPM;PARDO     
12908;3 SGT   ;QPPM;PARDO     
12909;3 SGT   ;QPPM;PARDO     
12910;3 SGT   ;QPPM;BRANCO    
12911;3 SGT   ;QPPM;PARDO     
12912;3 SGT   ;QPPM;BRANCO    
12913;3 SGT   ;QPPM;PARDO     
12914;3 SGT   ;QPPM;PARDO     
12915;3 SGT   ;QPPM;BRANCO    
12916;3 SGT   ;QPPM;PRETO     
12917;3 SGT   ;QPPM;BRANCO    
12918;3 SGT   ;QPPM;BRANCO    
12919;3 SGT   ;QPPM;PARDO     
12920;3 SGT   ;QPPM;PARDO     
12921;3 SGT   ;QPPM;PARDO     
12922;3 SGT   ;QPPM;BRANCO    
12923;3 SGT   ;QPPM;BRANCO    
12924;3 SGT   ;QPPM;PARDO     
12925;3 SGT   ;QPPM;PARDO     
12926;3 SGT   ;QPPM;BRANCO    
12927;3 SGT   ;QPPM;PARDO     
12928;3 SGT   ;QPPM;BRANCO    
12929;3 SGT   ;QPPM;BRANCO    
12930;3 SGT   ;QPPM;PARDO     
12931;3 SGT   ;QPPM;NAO INF.  
12932;3 SGT   ;QPPM;AMARELO   
12933;3 SGT   ;QPPM;PARDO     
12934;3 SGT   ;QPPM;PARDO     
12935;3 SGT   ;QPPM;PARDO     
12936;3 SGT   ;QPPM;PARDO     
12937;3 SGT   ;QPPM;PARDO     
12938;3 SGT   ;QPPM;PARDO     
12939;3 SGT   ;QPPM;BRANCO    
12940;3 SGT   ;QPPM;BRANCO    
12941;3 SGT   ;QPPM;PARDO     
12942;3 SGT   ;QPPM;PARDO     
12943;3 SGT   ;QPPM;PARDO     
12944;3 SGT   ;QPPM;PARDO     
12945;3 SGT   ;QPPM;BRANCO    
12946;3 SGT   ;QPPM;BRANCO    
12947;3 SGT   ;QPPM;PARDO     
12948;3 SGT   ;QPPM;PRETO     
12949;3 SGT   ;QPPM;BRANCO    
12950;3 SGT   ;QPPM;BRANCO    
12951;3 SGT   ;QPPM;BRANCO    
12952;3 SGT   ;QPPM;NAO INF.  
12953;3 SGT   ;QPPM;PARDO     
12954;3 SGT   ;QPPM;PARDO     
12955;3 SGT   ;QPPM;PRETO     
12956;3 SGT   ;QPPM;NAO INF.  
12957;3 SGT   ;QPPM;PARDO     
12958;3 SGT   ;QPPM;NAO INF.  
12959;3 SGT   ;QPPM;PARDO     
12960;3 SGT   ;QPPM;BRANCO    
12961;3 SGT   ;QPPM;PARDO     
12962;3 SGT   ;QPPM;PARDO     
12963;3 SGT   ;QPPM;NAO INF.  
12964;3 SGT   ;QPPM;PARDO     
12965;3 SGT   ;QPPM;BRANCO    
12966;3 SGT   ;QPPM;PARDO     
12967;3 SGT   ;QPPM;PARDO     
12968;3 SGT   ;QPPM;PRETO     
12969;3 SGT   ;QPPM;PARDO     
12970;3 SGT   ;QPPM;PRETO     
12971;3 SGT   ;QPPM;BRANCO    
12972;3 SGT   ;QPPM;BRANCO    
12973;3 SGT   ;QPPM;PARDO     
12974;3 SGT   ;QPPM;PARDO     
12975;3 SGT   ;QPPM;PRETO     
12976;3 SGT   ;QPPM;BRANCO    
12977;3 SGT   ;QPPM;PARDO     
12978;3 SGT   ;QPPM;PARDO     
12979;3 SGT   ;QPPM;PARDO     
12980;3 SGT   ;QPPM;BRANCO    
12981;3 SGT   ;QPPM;PRETO     
12982;3 SGT   ;QPPM;BRANCO    
12983;3 SGT   ;QPPM;AMARELO   
12984;3 SGT   ;QPPM;PARDO     
12985;3 SGT   ;QPPM;NAO INF.  
12986;3 SGT   ;QPPM;BRANCO    
12987;3 SGT   ;QPPM;PARDO     
12988;3 SGT   ;QPPM;NAO INF.  
12989;3 SGT   ;QPPM;PARDO     
12990;3 SGT   ;QPPM;PARDO     
12991;3 SGT   ;QPPM;PARDO     
12992;3 SGT   ;QPPM;PARDO     
12993;3 SGT   ;QPPM;PRETO     
12994;3 SGT   ;QPPM;PRETO     
12995;3 SGT   ;QPPM;BRANCO    
12996;3 SGT   ;QPPM;PRETO     
12997;3 SGT   ;QPPM;PARDO     
12998;3 SGT   ;QPPM;BRANCO    
12999;3 SGT   ;QPPM;PARDO     
13000;3 SGT   ;QPPM;BRANCO    
13001;3 SGT   ;QPE ;PRETO     
13002;3 SGT   ;QPPM;PRETO     
13003;3 SGT   ;QPPM;BRANCO    
13004;3 SGT   ;QPPM;PRETO     
13005;3 SGT   ;QPPM;BRANCO    
13006;3 SGT   ;QPPM;BRANCO    
13007;3 SGT   ;QPPM;NAO INF.  
13008;3 SGT   ;QPPM;PARDO     
13009;3 SGT   ;QPPM;PARDO     
13010;3 SGT   ;QPPM;PARDO     
13011;3 SGT   ;QPPM;PARDO     
13012;3 SGT   ;QPPM;PARDO     
13013;3 SGT   ;QPPM;PARDO     
13014;3 SGT   ;QPPM;PARDO     
13015;3 SGT   ;QPPM;PARDO     
13016;3 SGT   ;QPPM;PRETO     
13017;3 SGT   ;QPPM;PARDO     
13018;3 SGT   ;QPPM;NAO INF.  
13019;3 SGT   ;QPPM;PARDO     
13020;3 SGT   ;QPPM;PARDO     
13021;3 SGT   ;QPPM;NAO INF.  
13022;3 SGT   ;QPPM;PARDO     
13023;3 SGT   ;QPPM;PRETO     
13024;3 SGT   ;QPPM;BRANCO    
13025;3 SGT   ;QPPM;BRANCO    
13026;3 SGT   ;QPPM;PARDO     
13027;3 SGT   ;QPPM;NAO INF.  
13028;3 SGT   ;QPPM;PARDO     
13029;3 SGT   ;QPPM;NAO INF.  
13030;3 SGT   ;QPE ;NAO INF.  
13031;3 SGT   ;QPPM;PARDO     
13032;3 SGT   ;QPPM;PARDO     
13033;3 SGT   ;QPPM;BRANCO    
13034;3 SGT   ;QPPM;AMARELO   
13035;3 SGT   ;QPPM;PARDO     
13036;3 SGT   ;QPPM;PARDO     
13037;3 SGT   ;QPPM;PARDO     
13038;3 SGT   ;QPPM;PARDO     
13039;3 SGT   ;QPPM;PARDO     
13040;3 SGT   ;QPPM;PARDO     
13041;3 SGT   ;QPPM;PARDO     
13042;3 SGT   ;QPPM;NAO INF.  
13043;3 SGT   ;QPPM;BRANCO    
13044;3 SGT   ;QPPM;PARDO     
13045;3 SGT   ;QPPM;PRETO     
13046;3 SGT   ;QPPM;PARDO     
13047;3 SGT   ;QPPM;PARDO     
13048;3 SGT   ;QPPM;PARDO     
13049;3 SGT   ;QPPM;PARDO     
13050;3 SGT   ;QPPM;PARDO     
13051;3 SGT   ;QPPM;BRANCO    
13052;3 SGT   ;QPPM;PARDO     
13053;3 SGT   ;QPPM;PRETO     
13054;3 SGT   ;QPPM;NAO INF.  
13055;3 SGT   ;QPPM;PARDO     
13056;3 SGT   ;QPPM;PARDO     
13057;3 SGT   ;QPPM;BRANCO    
13058;3 SGT   ;QPPM;PARDO     
13059;3 SGT   ;QPPM;PARDO     
13060;3 SGT   ;QPPM;PRETO     
13061;3 SGT   ;QPPM;PARDO     
13062;3 SGT   ;QPPM;BRANCO    
13063;3 SGT   ;QPE ;PARDO     
13064;3 SGT   ;QPPM;PRETO     
13065;3 SGT   ;QPPM;BRANCO    
13066;3 SGT   ;QPPM;PARDO     
13067;3 SGT   ;QPPM;BRANCO    
13068;3 SGT   ;QPPM;BRANCO    
13069;3 SGT   ;QPPM;BRANCO    
13070;3 SGT   ;QPPM;PARDO     
13071;3 SGT   ;QPPM;BRANCO    
13072;3 SGT   ;QPPM;BRANCO    
13073;3 SGT   ;QPPM;PARDO     
13074;3 SGT   ;QPPM;BRANCO    
13075;3 SGT   ;QPPM;PARDO     
13076;3 SGT   ;QPPM;NAO INF.  
13077;3 SGT   ;QPPM;BRANCO    
13078;3 SGT   ;QPPM;BRANCO    
13079;3 SGT   ;QPPM;BRANCO    
13080;3 SGT   ;QPPM;BRANCO    
13081;3 SGT   ;QPPM;BRANCO    
13082;3 SGT   ;QPPM;BRANCO    
13083;3 SGT   ;QPPM;PRETO     
13084;3 SGT   ;QPPM;BRANCO    
13085;3 SGT   ;QPPM;PARDO     
13086;3 SGT   ;QPPM;BRANCO    
13087;3 SGT   ;QPPM;PARDO     
13088;3 SGT   ;QPPM;PARDO     
13089;3 SGT   ;QPPM;BRANCO    
13090;3 SGT   ;QPPM;BRANCO    
13091;3 SGT   ;QPPM;BRANCO    
13092;3 SGT   ;QPPM;PRETO     
13093;3 SGT   ;QPPM;PARDO     
13094;3 SGT   ;QPPM;PARDO     
13095;3 SGT   ;QPPM;PARDO     
13096;3 SGT   ;QPPM;PARDO     
13097;3 SGT   ;QPPM;BRANCO    
13098;3 SGT   ;QPPM;PARDO     
13099;3 SGT   ;QPPM;PARDO     
13100;3 SGT   ;QPPM;PARDO     
13101;3 SGT   ;QPPM;PARDO     
13102;3 SGT   ;QPPM;NAO INF.  
13103;3 SGT   ;QPPM;BRANCO    
13104;3 SGT   ;QPPM;PRETO     
13105;3 SGT   ;QPPM;BRANCO    
13106;3 SGT   ;QPPM;PARDO     
13107;3 SGT   ;QPPM;PARDO     
13108;3 SGT   ;QPPM;BRANCO    
13109;3 SGT   ;QPPM;PRETO     
13110;3 SGT   ;QPPM;PRETO     
13111;3 SGT   ;QPPM;PRETO     
13112;3 SGT   ;QPPM;BRANCO    
13113;3 SGT   ;QPPM;PARDO     
13114;3 SGT   ;QPPM;PARDO     
13115;3 SGT   ;QPPM;PARDO     
13116;3 SGT   ;QPPM;BRANCO    
13117;3 SGT   ;QPPM;PARDO     
13118;3 SGT   ;QPPM;PARDO     
13119;3 SGT   ;QPPM;PARDO     
13120;3 SGT   ;QPPM;PARDO     
13121;3 SGT   ;QPPM;PRETO     
13122;3 SGT   ;QPPM;PARDO     
13123;3 SGT   ;QPPM;PARDO     
13124;3 SGT   ;QPPM;PRETO     
13125;3 SGT   ;QPPM;PRETO     
13126;3 SGT   ;QPPM;PARDO     
13127;3 SGT   ;QPPM;PARDO     
13128;3 SGT   ;QPPM;PARDO     
13129;3 SGT   ;QPPM;BRANCO    
13130;3 SGT   ;QPPM;BRANCO    
13131;3 SGT   ;QPPM;BRANCO    
13132;3 SGT   ;QPPM;BRANCO    
13133;3 SGT   ;QPPM;BRANCO    
13134;3 SGT   ;QPPM;BRANCO    
13135;3 SGT   ;QPPM;PRETO     
13136;3 SGT   ;QPPM;BRANCO    
13137;3 SGT   ;QPPM;PARDO     
13138;3 SGT   ;QPPM;PARDO     
13139;3 SGT   ;QPPM;PRETO     
13140;3 SGT   ;QPPM;PARDO     
13141;3 SGT   ;QPPM;PARDO     
13142;3 SGT   ;QPPM;NAO INF.  
13143;3 SGT   ;QPPM;BRANCO    
13144;3 SGT   ;QPPM;PARDO     
13145;3 SGT   ;QPPM;PARDO     
13146;3 SGT   ;QPPM;PARDO     
13147;3 SGT   ;QPPM;AMARELO   
13148;3 SGT   ;QPPM;PARDO     
13149;3 SGT   ;QPPM;PARDO     
13150;3 SGT   ;QPPM;PRETO     
13151;3 SGT   ;QPPM;PARDO     
13152;3 SGT   ;QPPM;BRANCO    
13153;3 SGT   ;QPPM;PRETO     
13154;3 SGT   ;QPPM;BRANCO    
13155;3 SGT   ;QPPM;PARDO     
13156;3 SGT   ;QPPM;PARDO     
13157;3 SGT   ;QPPM;BRANCO    
13158;3 SGT   ;QPPM;NAO INF.  
13159;3 SGT   ;QPPM;BRANCO    
13160;3 SGT   ;QPPM;PRETO     
13161;3 SGT   ;QPPM;PARDO     
13162;3 SGT   ;QPE ;PARDO     
13163;3 SGT   ;QPPM;PARDO     
13164;3 SGT   ;QPPM;PARDO     
13165;3 SGT   ;QPPM;BRANCO    
13166;3 SGT   ;QPPM;PARDO     
13167;3 SGT   ;QPPM;PRETO     
13168;3 SGT   ;QPPM;BRANCO    
13169;3 SGT   ;QPPM;NAO INF.  
13170;3 SGT   ;QPPM;PARDO     
13171;3 SGT   ;QPPM;BRANCO    
13172;3 SGT   ;QPPM;NAO INF.  
13173;3 SGT   ;QPPM;PRETO     
13174;3 SGT   ;QPPM;PARDO     
13175;3 SGT   ;QPPM;PARDO     
13176;3 SGT   ;QPPM;PRETO     
13177;3 SGT   ;QPPM;BRANCO    
13178;3 SGT   ;QPPM;BRANCO    
13179;3 SGT   ;QPPM;NAO INF.  
13180;3 SGT   ;QPPM;PRETO     
13181;3 SGT   ;QPPM;BRANCO    
13182;3 SGT   ;QPPM;PARDO     
13183;3 SGT   ;QPPM;BRANCO    
13184;3 SGT   ;QPPM;PARDO     
13185;3 SGT   ;QPPM;BRANCO    
13186;3 SGT   ;QPPM;PARDO     
13187;3 SGT   ;QPPM;PARDO     
13188;3 SGT   ;QPPM;BRANCO    
13189;3 SGT   ;QPPM;BRANCO    
13190;3 SGT   ;QPPM;PRETO     
13191;3 SGT   ;QPPM;BRANCO    
13192;3 SGT   ;QPPM;PARDO     
13193;3 SGT   ;QPPM;BRANCO    
13194;3 SGT   ;QPPM;BRANCO    
13195;3 SGT   ;QPPM;BRANCO    
13196;3 SGT   ;QPPM;BRANCO    
13197;3 SGT   ;QPPM;PRETO     
13198;3 SGT   ;QPPM;BRANCO    
13199;3 SGT   ;QPPM;PARDO     
13200;3 SGT   ;QPPM;BRANCO    
13201;3 SGT   ;QPPM;BRANCO    
13202;3 SGT   ;QPPM;PARDO     
13203;3 SGT   ;QPPM;BRANCO    
13204;3 SGT   ;QPPM;PARDO     
13205;3 SGT   ;QPPM;PARDO     
13206;3 SGT   ;QPPM;BRANCO    
13207;3 SGT   ;QPPM;BRANCO    
13208;3 SGT   ;QPPM;BRANCO    
13209;3 SGT   ;QPPM;BRANCO    
13210;3 SGT   ;QPPM;BRANCO    
13211;3 SGT   ;QPPM;BRANCO    
13212;3 SGT   ;QPPM;PARDO     
13213;3 SGT   ;QPPM;PRETO     
13214;3 SGT   ;QPPM;PARDO     
13215;3 SGT   ;QPPM;PARDO     
13216;3 SGT   ;QPPM;PARDO     
13217;3 SGT   ;QPPM;PARDO     
13218;3 SGT   ;QPPM;PARDO     
13219;3 SGT   ;QPPM;PARDO     
13220;3 SGT   ;QPPM;PARDO     
13221;3 SGT   ;QPPM;PARDO     
13222;3 SGT   ;QPPM;BRANCO    
13223;3 SGT   ;QPPM;NAO INF.  
13224;3 SGT   ;QPPM;PARDO     
13225;3 SGT   ;QPPM;PARDO     
13226;3 SGT   ;QPPM;PARDO     
13227;3 SGT   ;QPPM;PRETO     
13228;3 SGT   ;QPPM;PARDO     
13229;3 SGT   ;QPPM;PARDO     
13230;3 SGT   ;QPPM;BRANCO    
13231;3 SGT   ;QPPM;BRANCO    
13232;3 SGT   ;QPPM;BRANCO    
13233;3 SGT   ;QPPM;PARDO     
13234;3 SGT   ;QPPM;BRANCO    
13235;3 SGT   ;QPPM;BRANCO    
13236;3 SGT   ;QPPM;BRANCO    
13237;3 SGT   ;QPPM;PARDO     
13238;3 SGT   ;QPPM;BRANCO    
13239;3 SGT   ;QPE ;BRANCO    
13240;3 SGT   ;QPPM;PARDO     
13241;3 SGT   ;QPPM;BRANCO    
13242;3 SGT   ;QPPM;PRETO     
13243;3 SGT   ;QPPM;PARDO     
13244;3 SGT   ;QPPM;PARDO     
13245;3 SGT   ;QPPM;PARDO     
13246;3 SGT   ;QPPM;BRANCO    
13247;3 SGT   ;QPPM;PARDO     
13248;3 SGT   ;QPPM;PARDO     
13249;3 SGT   ;QPPM;BRANCO    
13250;3 SGT   ;QPPM;BRANCO    
13251;3 SGT   ;QPPM;PARDO     
13252;3 SGT   ;QPPM;BRANCO    
13253;3 SGT   ;QPPM;PRETO     
13254;3 SGT   ;QPPM;NAO INF.  
13255;3 SGT   ;QPPM;BRANCO    
13256;3 SGT   ;QPPM;PARDO     
13257;3 SGT   ;QPPM;PRETO     
13258;3 SGT   ;QPPM;BRANCO    
13259;3 SGT   ;QPPM;PRETO     
13260;3 SGT   ;QPPM;PARDO     
13261;3 SGT   ;QPPM;PARDO     
13262;3 SGT   ;QPPM;BRANCO    
13263;3 SGT   ;QPPM;PRETO     
13264;3 SGT   ;QPPM;PARDO     
13265;3 SGT   ;QPPM;PRETO     
13266;3 SGT   ;QPPM;PRETO     
13267;3 SGT   ;QPPM;BRANCO    
13268;3 SGT   ;QPPM;PARDO     
13269;3 SGT   ;QPPM;PARDO     
13270;3 SGT   ;QPPM;BRANCO    
13271;3 SGT   ;QPPM;BRANCO    
13272;3 SGT   ;QPPM;BRANCO    
13273;3 SGT   ;QPPM;PRETO     
13274;3 SGT   ;QPPM;BRANCO    
13275;3 SGT   ;QPPM;PARDO     
